time,actual_x,actual_y,plan_x,plan_y,error_m
2026-04-25 10:59:57.548,17.846,20.207,17.846,20.207,0.001
2026-04-25 10:59:58.638,18.027,20.196,18.064,20.05,0.151
2026-04-25 10:59:59.656,18.441,20.16,18.444,20.148,0.013
2026-04-25 11:00:00.658,18.868,20.245,18.865,20.256,0.012
2026-04-25 11:00:01.748,19.225,20.35,19.226,20.349,0.002
2026-04-25 11:00:02.840,19.532,20.453,19.539,20.429,0.025
2026-04-25 11:00:03.841,19.748,20.797,19.588,20.777,0.161
2026-04-25 11:00:04.934,19.748,21.114,19.549,21.089,0.201
2026-04-25 11:00:06.045,19.636,21.643,19.483,21.624,0.154
2026-04-25 11:00:07.156,19.453,22.236,19.408,22.23,0.045
2026-04-25 11:00:08.250,19.356,22.715,19.349,22.714,0.007
2026-04-25 11:00:09.341,19.292,23.101,19.301,23.102,0.009
2026-04-25 11:00:10.440,19.249,23.409,19.263,23.411,0.014
2026-04-25 11:00:11.533,19.198,23.856,19.208,23.857,0.009
2026-04-25 11:00:12.631,19.162,24.153,19.171,24.154,0.009
2026-04-25 11:00:13.713,19.108,24.6,19.128,24.502,0.1
2026-04-25 11:00:14.813,18.955,25.012,18.916,24.996,0.041
2026-04-25 11:00:15.910,18.541,25.845,18.551,25.849,0.01
2026-04-25 11:00:17.015,18.446,26.095,18.445,26.095,0.001
2026-04-25 11:00:18.015,18.2,26.282,18.2,26.252,0.03
2026-04-25 11:00:19.113,17.901,26.363,17.901,26.252,0.111
2026-04-25 11:00:20.203,17.575,26.398,17.575,26.252,0.146
2026-04-25 11:00:21.300,16.991,26.298,16.991,26.252,0.046
2026-04-25 11:00:22.395,16.427,26.198,16.427,26.252,0.054
2026-04-25 11:00:23.484,15.938,26.201,15.938,26.252,0.051
2026-04-25 11:00:24.578,15.541,26.211,15.541,26.252,0.041
2026-04-25 11:00:25.687,15.208,26.23,15.208,26.252,0.022
2026-04-25 11:00:26.776,14.91,26.236,14.91,26.252,0.016
2026-04-25 11:00:27.872,14.459,26.246,14.459,26.252,0.006

Avg error: 0.051m | Max error: 0.201m
