time,actual_x,actual_y,plan_x,plan_y,error_m
2026-04-25 13:31:39.098,17.9,20.345,17.9,20.345,0.0
2026-04-25 13:31:40.111,17.9,20.345,17.9,20.345,0.0
2026-04-25 13:31:41.209,17.9,20.345,17.9,20.345,0.0
2026-04-25 13:31:42.306,17.9,20.345,17.9,20.345,0.0
2026-04-25 13:31:43.385,17.9,20.345,17.9,20.345,0.0
2026-04-25 13:31:44.496,17.955,20.339,17.9,20.343,0.055
2026-04-25 13:31:45.593,18.311,20.335,17.9,20.345,0.411
2026-04-25 13:31:46.688,18.604,20.323,17.9,20.345,0.704
2026-04-25 13:31:47.786,19.359,20.412,17.9,20.345,1.46
2026-04-25 13:31:48.871,19.557,20.653,17.9,20.345,1.685
2026-04-25 13:31:49.963,19.635,20.929,17.9,20.345,1.83
2026-04-25 13:31:51.058,19.616,21.559,17.9,20.345,2.102
2026-04-25 13:31:52.164,19.49,22.165,17.9,20.345,2.417
2026-04-25 13:31:53.246,19.385,22.658,17.9,20.345,2.749
2026-04-25 13:31:54.345,19.319,23.05,17.9,20.345,3.055
2026-04-25 13:31:55.456,19.273,23.363,17.9,20.345,3.315
2026-04-25 13:31:56.458,19.233,23.666,17.9,20.345,3.578
2026-04-25 13:31:57.549,19.164,24.216,17.9,20.345,4.073
2026-04-25 13:31:58.553,19.06,24.697,17.9,20.345,4.504
2026-04-25 13:31:59.648,18.807,25.287,17.9,20.345,5.024
2026-04-25 13:32:00.744,18.595,25.722,17.9,20.345,5.421
2026-04-25 13:32:01.824,18.426,25.972,17.9,20.345,5.651
2026-04-25 13:32:02.921,18.14,26.164,17.9,20.345,5.824
2026-04-25 13:32:04.019,17.764,26.281,17.9,20.345,5.938
2026-04-25 13:32:05.114,16.982,26.325,17.9,20.345,6.05
2026-04-25 13:32:06.208,16.383,26.281,17.9,20.345,6.127
2026-04-25 13:32:07.296,15.899,26.255,17.9,20.345,6.24
2026-04-25 13:32:08.390,15.513,26.244,17.9,20.345,6.364
2026-04-25 13:32:09.480,15.194,26.223,17.9,20.345,6.471

Avg error: 3.140m | Max error: 6.471m
